chembl	surechembl	patent_id	date	ipc	assignee	organization_name	acquired_by	person	genes
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9796680-B2	2017-10-24	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170044102-A1	2017-02-16	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170029379-A1	2017-02-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20160326114-A1	2016-11-10	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3087056-A1	2016-11-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3088389-A1	2016-11-02	C07D 211/46	DORPHAN S A	Dorphan SA			PYGL
CHEMBL206468	SCHEMBL581577	US-9481700-B2	2016-11-01	C07D 493/04	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9206457-B2	2015-12-08	C12P 21/02	DO HUNG V			True	PYGL
CHEMBL206468	SCHEMBL581577	US-RE48608-E1	2021-06-29	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2020219874-A1	2020-10-29	C07D 211/46	SHIRE HUMAN GENETIC THERAPIES		Takeda Pharmaceutical Company		PYGL
CHEMBL206468	SCHEMBL581577	US-10813921-B2	2020-10-27	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9796680-B2	2017-10-24	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170044102-A1	2017-02-16	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170029379-A1	2017-02-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20160326114-A1	2016-11-10	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3087056-A1	2016-11-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3088389-A1	2016-11-02	C07D 211/46	DORPHAN S A	Dorphan SA			PYGL
CHEMBL206468	SCHEMBL581577	US-9481700-B2	2016-11-01	C07D 493/04	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9206457-B2	2015-12-08	C12P 21/02	DO HUNG V			True	PYGL
CHEMBL206468	SCHEMBL581577	US-RE48608-E1	2021-06-29	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2020219874-A1	2020-10-29	C07D 211/46	SHIRE HUMAN GENETIC THERAPIES		Takeda Pharmaceutical Company		PYGL
CHEMBL206468	SCHEMBL581577	US-10813921-B2	2020-10-27	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9796680-B2	2017-10-24	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170044102-A1	2017-02-16	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170029379-A1	2017-02-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20160326114-A1	2016-11-10	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3087056-A1	2016-11-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3088389-A1	2016-11-02	C07D 211/46	DORPHAN S A	Dorphan SA			PYGL
CHEMBL206468	SCHEMBL581577	US-9481700-B2	2016-11-01	C07D 493/04	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9206457-B2	2015-12-08	C12P 21/02	DO HUNG V			True	PYGL
CHEMBL206468	SCHEMBL581577	US-RE48608-E1	2021-06-29	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2020219874-A1	2020-10-29	C07D 211/46	SHIRE HUMAN GENETIC THERAPIES		Takeda Pharmaceutical Company		PYGL
CHEMBL206468	SCHEMBL581577	US-10813921-B2	2020-10-27	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9796680-B2	2017-10-24	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170044102-A1	2017-02-16	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170029379-A1	2017-02-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20160326114-A1	2016-11-10	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3087056-A1	2016-11-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3088389-A1	2016-11-02	C07D 211/46	DORPHAN S A	Dorphan SA			PYGL
CHEMBL206468	SCHEMBL581577	US-9481700-B2	2016-11-01	C07D 493/04	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9206457-B2	2015-12-08	C12P 21/02	DO HUNG V			True	PYGL
CHEMBL206468	SCHEMBL581577	US-RE48608-E1	2021-06-29	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2020219874-A1	2020-10-29	C07D 211/46	SHIRE HUMAN GENETIC THERAPIES		Takeda Pharmaceutical Company		PYGL
CHEMBL206468	SCHEMBL581577	US-10813921-B2	2020-10-27	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9796680-B2	2017-10-24	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170044102-A1	2017-02-16	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170029379-A1	2017-02-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20160326114-A1	2016-11-10	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3087056-A1	2016-11-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3088389-A1	2016-11-02	C07D 211/46	DORPHAN S A	Dorphan SA			PYGL
CHEMBL206468	SCHEMBL581577	US-9481700-B2	2016-11-01	C07D 493/04	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9206457-B2	2015-12-08	C12P 21/02	DO HUNG V			True	PYGL
CHEMBL206468	SCHEMBL581577	US-RE48608-E1	2021-06-29	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2020219874-A1	2020-10-29	C07D 211/46	SHIRE HUMAN GENETIC THERAPIES		Takeda Pharmaceutical Company		PYGL
CHEMBL206468	SCHEMBL581577	US-10813921-B2	2020-10-27	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9796680-B2	2017-10-24	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170044102-A1	2017-02-16	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170029379-A1	2017-02-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20160326114-A1	2016-11-10	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3087056-A1	2016-11-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3088389-A1	2016-11-02	C07D 211/46	DORPHAN S A	Dorphan SA			PYGL
CHEMBL206468	SCHEMBL581577	US-9481700-B2	2016-11-01	C07D 493/04	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9206457-B2	2015-12-08	C12P 21/02	DO HUNG V			True	PYGL
CHEMBL206468	SCHEMBL581577	US-RE48608-E1	2021-06-29	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2020219874-A1	2020-10-29	C07D 211/46	SHIRE HUMAN GENETIC THERAPIES		Takeda Pharmaceutical Company		PYGL
CHEMBL206468	SCHEMBL581577	US-10813921-B2	2020-10-27	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9796680-B2	2017-10-24	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170044102-A1	2017-02-16	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170029379-A1	2017-02-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20160326114-A1	2016-11-10	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3087056-A1	2016-11-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3088389-A1	2016-11-02	C07D 211/46	DORPHAN S A	Dorphan SA			PYGL
CHEMBL206468	SCHEMBL581577	US-9481700-B2	2016-11-01	C07D 493/04	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9206457-B2	2015-12-08	C12P 21/02	DO HUNG V			True	PYGL
CHEMBL206468	SCHEMBL581577	US-RE48608-E1	2021-06-29	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2020219874-A1	2020-10-29	C07D 211/46	SHIRE HUMAN GENETIC THERAPIES		Takeda Pharmaceutical Company		PYGL
CHEMBL206468	SCHEMBL581577	US-10813921-B2	2020-10-27	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9796680-B2	2017-10-24	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170044102-A1	2017-02-16	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170029379-A1	2017-02-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20160326114-A1	2016-11-10	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3087056-A1	2016-11-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3088389-A1	2016-11-02	C07D 211/46	DORPHAN S A	Dorphan SA			PYGL
CHEMBL206468	SCHEMBL581577	US-9481700-B2	2016-11-01	C07D 493/04	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9206457-B2	2015-12-08	C12P 21/02	DO HUNG V			True	PYGL
CHEMBL206468	SCHEMBL581577	US-RE48608-E1	2021-06-29	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2020219874-A1	2020-10-29	C07D 211/46	SHIRE HUMAN GENETIC THERAPIES		Takeda Pharmaceutical Company		PYGL
CHEMBL206468	SCHEMBL581577	US-10813921-B2	2020-10-27	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9796680-B2	2017-10-24	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170044102-A1	2017-02-16	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170029379-A1	2017-02-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20160326114-A1	2016-11-10	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3087056-A1	2016-11-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3088389-A1	2016-11-02	C07D 211/46	DORPHAN S A	Dorphan SA			PYGL
CHEMBL206468	SCHEMBL581577	US-9481700-B2	2016-11-01	C07D 493/04	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9206457-B2	2015-12-08	C12P 21/02	DO HUNG V			True	PYGL
CHEMBL206468	SCHEMBL581577	US-RE48608-E1	2021-06-29	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2020219874-A1	2020-10-29	C07D 211/46	SHIRE HUMAN GENETIC THERAPIES		Takeda Pharmaceutical Company		PYGL
CHEMBL206468	SCHEMBL581577	US-10813921-B2	2020-10-27	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9796680-B2	2017-10-24	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170044102-A1	2017-02-16	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170029379-A1	2017-02-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20160326114-A1	2016-11-10	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3087056-A1	2016-11-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3088389-A1	2016-11-02	C07D 211/46	DORPHAN S A	Dorphan SA			PYGL
CHEMBL206468	SCHEMBL581577	US-9481700-B2	2016-11-01	C07D 493/04	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9206457-B2	2015-12-08	C12P 21/02	DO HUNG V			True	PYGL
CHEMBL206468	SCHEMBL581577	US-RE48608-E1	2021-06-29	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2020219874-A1	2020-10-29	C07D 211/46	SHIRE HUMAN GENETIC THERAPIES		Takeda Pharmaceutical Company		PYGL
CHEMBL206468	SCHEMBL581577	US-10813921-B2	2020-10-27	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9796680-B2	2017-10-24	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170044102-A1	2017-02-16	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170029379-A1	2017-02-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20160326114-A1	2016-11-10	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3087056-A1	2016-11-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3088389-A1	2016-11-02	C07D 211/46	DORPHAN S A	Dorphan SA			PYGL
CHEMBL206468	SCHEMBL581577	US-9481700-B2	2016-11-01	C07D 493/04	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9206457-B2	2015-12-08	C12P 21/02	DO HUNG V			True	PYGL
CHEMBL206468	SCHEMBL581577	US-RE48608-E1	2021-06-29	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2020219874-A1	2020-10-29	C07D 211/46	SHIRE HUMAN GENETIC THERAPIES		Takeda Pharmaceutical Company		PYGL
CHEMBL206468	SCHEMBL581577	US-10813921-B2	2020-10-27	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9796680-B2	2017-10-24	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170044102-A1	2017-02-16	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20170029379-A1	2017-02-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20160326114-A1	2016-11-10	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3087056-A1	2016-11-02	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	EP-3088389-A1	2016-11-02	C07D 211/46	DORPHAN S A	Dorphan SA			PYGL
CHEMBL206468	SCHEMBL581577	US-9481700-B2	2016-11-01	C07D 493/04	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-9206457-B2	2015-12-08	C12P 21/02	DO HUNG V			True	PYGL
CHEMBL206468	SCHEMBL581577	US-RE48608-E1	2021-06-29	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2020219874-A1	2020-10-29	C07D 211/46	SHIRE HUMAN GENETIC THERAPIES		Takeda Pharmaceutical Company		PYGL
CHEMBL206468	SCHEMBL581577	US-10813921-B2	2020-10-27	C07K 14/00	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-20200207800-A1	2020-07-02	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10421724-B2	2019-09-24	C07D 211/46	AMICUS THERAPEUTICS INC	Amicus Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	WO-2018229663-A1	2018-12-20	C07H 15/26	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
CHEMBL206468	SCHEMBL581577	US-10081601-B2	2018-09-25	C07D 221/20	ALECTOS THERAPEUTICS INC	Alectos Therapeutics			PYGL
