name	harmonized_name
THE BRIGHAM AND WOMEN'S HOSPITAL INC	Brigham and Women's Hospital
THE CENTRE FOR DRUG RES AND DEV	Centre for Drug Research and Development (CDRD)
THE INSTITUTE OF CANCER RES ROYAL CANCER HOSPITAL	The Institute of Cancer Research
THE KITASATO INST	Kitasato Institute
THE ROYAL INST FOR THE ADVANCEMENT OF LEARNING / MCGILL UNIV	McGill University
THE ROYAL INST FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIV	McGill University
THE ROYAL INSTITUTE FOR THE ADVANCEMENT OF LEARNING / MCGILL UNIV	McGill University
THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING / MCGILL UNIV	McGill University
THE TRANSLATIONAL GENOMICS RES INST	The Translational Genomics Research Institute (TGen)
THE UNITED STATES OF AMERICA AS REPRESENTED BY SECRETARY DEPT OF HEALTH AND HUMAN SERVICE	United States Department of Health and Human Services
THE UNIV OF MONTANA	University of Montana
THE UNIV OF NORTH CAROLINA AT GREENSBORO	University of North Carolina at Greensboro
THE US SECRETARY DEPARTMENT OF HEALTH AND HUMAN	United States Department of Health and Human Services
THE US SECRETARY DEPARTMENT OF HEALTH AND HUMAN SERVICE	United States Department of Health and Human Services
THE US SECRETARY DEPARTMENT OF HEALTH AND HUMAN SERVICES OFFICE OF TECHNOLOGY TRANSFER NATIONAL INST	United States Department of Health and Human Services
THE US SECRETARY DEPARTMENT OF THE	United States Department of Health and Human Services
THE WISTAR INST	Wistar Institute
THERACOS INC	Theracos
THERACOS SUB LLC	Theracos
THERANYX	Theranyx
THERAVANCE BIOPHARMA R&D IP LLC	Theravance Biopharma
THERAVANCE BIOPHARMA R&D IP, LLC	Theravance Biopharma
THERAVANCE INC	Theravance Biopharma
THOMAE GMBH DR K	Dr. Karl Thomae GmbH
TIANJIN HEMAY BIO TECH CO LTD	Tianjin Institute of Pharmaceutical Research
TIANJIN INST OF PHARMACEUTICAL RES	Tianjin Institute of Pharmaceutical Research
TIBOTEC PHARM LTD	Tibotec
TING THERAPEUTICS LLC	Ting Therapeutics
TOLREMO THERAPEUTICS AG	TOLREMO therapeutics
TOPHARMAN SHANDONG CO LTD	Topharman
TORAY INDUSTRIES	Toray Industries
TOSHIBA KK	Toshiba Corporation
TOWA KAGAKU CO LTD	Towa Kagaku Co., Ltd.
TOYO GOSEI CO LTD	Toyo Gosei
TP THERAPEUTICS INC	Turning Point Therapeutics
TRANSLATIONAL DRUG DEV LLC	Translational Drug Development
TRANSLATIONAL GENOMICS RES INST	The Translational Genomics Research Institute (TGen)
TRANSTECH PHARMA INC	TransTech Pharma
TRANSTECH PHARMA LLC	TransTech Pharma
TRANSTECH PHARMA, INC.	TransTech Pharma
TRANZYME PHARMA INC	Tranzyme Pharma
TROVAGENE INC	Cardiff Oncology
TRT PHARMA INC	TRT Pharma
TRUCODE GENE REPAIR INC	Vera Therapeutics
TRUEBINDING INC	TrueBinding
TRUSTEES BOSTON COLLEGE	Trustees of Boston College
TULARIK INC	Amgen Inc.
TWINCORE ZENTRUM FUER EXPERIMENTELLE UND KLINISCH INFECTIONSFORSCHUNG GMBH	TWINCORE
Thanares GmbH	Thanares
UAB RES FOUND	UAB Research Foundation
UAB RESEARCH FOUNDATION	UAB Research Foundation
UBE INDUSTRIES	UBE Corporation
UCB BIOPHARMA SPRL	UCB
UCB PHARMA GMBH	UCB
UCB PHARMA SA	UCB
UCL BIOMEDICA PLC	UCL Business Ltd (UCLB)
UCL BUSINESS LTD	UCL Business Ltd (UCLB)
UCL BUSINESS PLC	UCL Business Ltd (UCLB)
UNIBAN UNIVERSIDADE BANDEIRANT	Bandeirante University of São Paulo
UNIBIOSCREEN SA	Unibioscreen
UNICHEM LAB LTD	Unichem Laboratories Ltd.
UNILEVER IP HOLDINGS B V	Unilever
UNILEVER NV	Unilever
UNILEVER PLC	Unilever
UNITED THERAPEUTICS CORP	United Therapeutics Corporation
UNIV AARHUS	Aarhus University
UNIV ABERDEEN	University of Aberdeen
UNIV AIX MARSEILLE	Aix-Marseille University
UNIV AIX MARSEILLE II	Aix-Marseille University
UNIV ALBERTA	University of Alberta
UNIV ANDRES BELLO	Andrés Bello National University
UNIV ANHANGUERA DE SAO PAULO UNIAN SP	Grande ABC University
UNIV ANTWERPEN	University of Antwerp
UNIV ARIEL RES & DEV CO LTD	Ariel University
UNIV ARIZONA	University of Arizona
UNIV ARIZONA STATE	University of Arizona
UNIV ARKANSAS	University of Arkansas
UNIV AUTòNOMA DE BARCELONA	Autonomous University of Barcelona
UNIV AUTòNOMA DE BARCELONA	Autonomous University of Barcelona
UNIV BARCELONA	University of Barcelona
UNIV BATH	University of Bath
UNIV BEIJING	Peking University
UNIV BIRMINGHAM	University of Birmingham
UNIV BOSTON	Boston University
UNIV BRANDEIS	Brandeis University
UNIV BRISTOL	University of Bristol
UNIV BRITISH COLUMBIA	The University of British Columbia
UNIV BROWN	Brown University
UNIV BROWN RES FOUND	Brown University
UNIV CALIFONIRA	University of California
UNIV CALIFORNIA	University of California
UNIV CAPE TOWN	University of Cape Town
UNIV CARDIFF	Cardiff University
UNIV CASE WESTERN RESERVE	Case Western Reserve University
UNIV CHIBA NAT UNIV CORP	Chiba University
UNIV CHICAGO	University of Chicago
UNIV CHOSUN IACF	Chosun University Industry-Academia Cooperation
UNIV CITY	University City
UNIV CITY HONG KONG	City University of Hong Kong
UNIV CITY NEW YORK RES FOUND	The City University of New York
UNIV CLAUDE BERNARD LYON	Claude Bernard University Lyon 1
UNIV COLLEGE CARDIFF CONSULTANTS LTD	University College Cardiff Consultants Ltd
UNIV COLORADO	University of Colorado Boulder
UNIV COLORADO REGENTS	University of Colorado Board of Regents
UNIV COLUMBIA	Columbia University
UNIV CONNECTICUT	University of Connecticut
UNIV COPENHAGEN	University of Copenhagen
UNIV CORK	University College Cork
UNIV CORNELL	Cornell University
UNIV COURT UNIV OF EDINBURGH	The University of Edinburgh
UNIV DANMARKS TEKNISKE	Technical University of Denmark
UNIV DAYTON	University of Dayton
UNIV DEGLI STUDI ROMA LA SAPIENZA	Sapienza University of Rome
UNIV DEL PAÃS VASCO	University of the Basque Country
UNIV DEL PAÍS VASCO	University of the Basque Country
UNIV DREXEL	Drexel University
UNIV DU DROIT ET DE LA SANTE LILLE 2	Lille 2 University of Health and Law
UNIV DUKE	Duke University
UNIV DUNDEE	University of Dundee
UNIV EAST CHINA SCIENCE & TECH	East China University of Science and Technology
UNIV EDINBURGH	The University of Edinburgh
UNIV EMORY	Emory University
UNIV ERASMUS MED CT ROTTERDAM	Erasmus University Medical Center
UNIV EWHA IND COLLABORATION	Ewha University-Industry Collaboration Foundation
UNIV FIRENZE	University of Florence
UNIV FLORIDA	University of Florida
UNIV FRASER SIMON	Simon Fraser University
UNIV FUDAN	Fudan University
UNIV GEORGETOWN	Georgetown University
UNIV GEORGIA	University of Georgia
UNIV GEORGIA STATE RES FOUND	Georgia State University Research Foundation
UNIV GREENWICH	University of Greenwich
UNIV GUNMA NAT UNIV CORP	Gunma University
UNIV HANYANG IND UNIV COOP FOUND	Hanyang University
UNIV HEALTH NETWORK	University Health Network
UNIV HEALTH NETWORK UHN	University Health Network
UNIV HOLY GHOST DUQUESNE	Duquesne University
UNIV HONG KONG POLYTECHNIC	The Hong Kong Polytechnic University
UNIV HOWARD	Howard University
UNIV HUAZHONG SCIENCE TECH	Huazhong University of Science and Technology
UNIV ILLINOIS	University of Illinois Urbana-Champaign
UNIV ILLINOIS THE BOARD OF TRUSTEES OF THE	Illinois Board of Trustees
UNIV IMAM ABDULRAHMAN BIN FAISAL	Imam Abdulrahman Bin Faisal University
UNIV INDIANA RES & TECH CORP	Indiana University Research And Technology Corporation
UNIV INDIANA TRUSTEES	Indiana University Board of Trustees
UNIV INDUSTRY COOPERATION GROUP KYUNG HEE UNIV	University-industry Cooperation Group of Kyung Hee University
UNIV INNSBRUCK	University of Innsbruck
UNIV IOWA RES FOUND	University of Iowa Research Foundation
UNIV IOWA STATE RES FOUND INC	Iowa State University Research Foundation
UNIV JACOBS BREMEN GMBH	Jacobs University
UNIV JAGIELLONSKI	Jagiellonian University
UNIV JEFFERSON	Thomas Jefferson University
UNIV JINAN	Jinan University
UNIV JOHNS HOPKINS	Johns Hopkins University
UNIV JW GOETHE FRANKFURT MAIN	Goethe University Frankfurt
UNIV KANSAS	University of Kansas
UNIV KANSAS CT FOR RES INC	University of Kansas
UNIV KAOHSIUNG MEDICAL	Kaohsiung Medical University
UNIV KEIMYUNG IACF	Keimyung University
UNIV KEIO	Keio University
UNIV KENTUCKY	University of Kentucky
UNIV KENTUCKY RES FOUND	University of Kentucky Research Foundation
UNIV KING ABDULAZIZ	UNIVERSITY KING ABDULAZIZ
UNIV KONSTANZ	University of Konstanz
UNIV KOREA RES & BUS FOUND	Korea University Research and Business Foundation
UNIV KYOTO	KYOTO University
UNIV KYUNG HEE UNIV IND COOP GROUP	Kyung Hee University-Industry Cooperation
UNIV KYUSHU NAT UNIV CORP	National University Corporation Kyushu University
UNIV LAVAL	Laval University
UNIV LEEDS INNOVATIONS LTD	University of Leeds
UNIV LEICESTER	University of Leicester
UNIV LEIDEN	Leiden University
UNIV LELAND STANFORD JUNIOR	Stanford University
UNIV LEUVEN KATH	KU Leuven
UNIV LIEGE	University of Liege
UNIV LILLE	University of Lille
UNIV LILLE II DROIT & SANTE	Lille 2 University of Health and Law
UNIV LIMERICK	University of Limerick
UNIV LONDON	University of London
UNIV LOUISVILLE RES FOUND INC	University of Louisville Research Foundation
UNIV MARQUETTE	Marquette University
UNIV MARYLAND	The University of Maryland
UNIV MASSACHUSETTS	University of Massachusetts
UNIV MCGILL	McGill University
UNIV MCMASTER	McMaster University
UNIV MELBOURNE	University of Melbourne
UNIV MIAMI	University of Miami
UNIV MICHIGAN	University of Michigan
UNIV MICHIGAN REGENTS	Regents of The University of Michigan
UNIV MIE	Mie University
UNIV MILANO BICOCCA	University of Milano-Bicocca
UNIV MINNESOTA	University of Minnesota
UNIV MISSISSIPPI	University of Mississippi
UNIV MONASH	Monash University
UNIV MONTANA	University of Montana
UNIV MONTANA STATE	Montana State University
UNIV MONTREAL	University of Montreal
UNIV MUENCHEN L MAXIMILIANS	Ludwig Maximilian University of Munich
UNIV MUENCHEN LUDWIG MAXIMILIANS	Ludwig Maximilian University of Munich
UNIV NAGOYA NAT UNIV CORP	Nagoya University
UNIV NANKAI	Nankai University
UNIV NANTES	University of Nantes
UNIV NAT CHIAO TUNG	National Yang Ming Chiao Tung University
UNIV NAT TAIWAN NORMAL	National Taiwan Normal University
UNIV NEBRASKA	University of Nebraska–Lincoln
UNIV NEW MEXICO	The University of New Mexico
UNIV NEW YORK	New York University
UNIV NEW YORK STATE RES FOUND	Research Foundation of State University of New York
UNIV NORTH CARLINA AT CHAPEL H	University of North Carolina
UNIV NORTH CAROLINA	University of North Carolina at Chapel Hill at Chapel Hill
UNIV NORTH CAROLINA CHAPEL HILL	University of North Carolina at Chapel Hill
UNIV NORTH CAROLINA STATE	North Carolina State University
UNIV NORTH DAKOTA RES FOUNDATI	North Dakota State University Research Foundation
UNIV NORTHEASTERN	Northeastern University
UNIV NORTHWEST	Northwest University
UNIV NORTHWESTERN	Northwestern University
UNIV NOTRE DAME DU LAC	University of Notre Dame
UNIV NOTTINGHAM	University of Nottingham
UNIV OF FLORIDA RES FOUND	University of Florida Research Foundation
UNIV OF INNSBRUCK	University of Innsbruck
UNIV OF NORTH CAROLINA AT GREENSBORO	University of North Carolina at Greensboro
UNIV OF PITTSBURGH - OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION	University of Pittsburgh
UNIV OF PITTSBURGH—OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION	University of Pittsburgh
UNIV OF PITTSBURGH—OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION	University of Pittsburgh
UNIV OF SOUTHERN CALIFORNIA USC STEVENS	University of Southern California (USC) Stevens Center for Innovation
UNIV OF WINDSOR	University of Windsor
UNIV OHIO	Ohio University
UNIV OHIO STATE	Ohio State University
UNIV OHIO STATE RES FOUND	Ohio State University
UNIV OKLAHOMA	The University of Oklahoma
UNIV OREGON	University of Oregon
UNIV OREGON STATE	Oregon State University
UNIV OSAKA	Osaka University
UNIV OSLO	University of Oslo
UNIV OVIEDO	University of Oviedo
UNIV OXFORD INNOVATION LTD	Oxford University Innovation
UNIV PALACKEHO	Palacky University Olomouc
UNIV PARIS DESCARTES	Paris Descartes University
UNIV PENNSYLVANIA	University of Pennsylvania
UNIV PITTSBURGH	University of Pittsburgh
UNIV PITTSBURGH COMMONWEALTH SYS HIGHER EDUCATION	University of Pittsburgh
UNIV PITTSBURGHâ€”OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION	University of Pittsburgh
UNIV PITTSBURGH—OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION	University of Pittsburgh
UNIV QUEENSLAND	University of Queensland
UNIV RAMOT	Tel Aviv University
UNIV ROCHESTER	University of Rochester
UNIV ROCKEFELLER	The Rockefeller University
UNIV ROUEN	University of Rouen Normandy
UNIV RUTGERS	Rutgers University
UNIV SAARLAND	Saarland University
UNIV SAARLANDES	Saarland University
UNIV SAINT LOUIS	Saint Louis University
UNIV SASKATCHEWAN	University of Saskatchewan
UNIV SHANDONG	Shandong University
UNIV SHENYANG PHARMACEUTICAL	Shenyang Pharmaceutical University
UNIV SIENA	University of Siena
UNIV SINGAPORE	National University of Singapore
UNIV SOOCHOW	Soochow University
UNIV SOUTH CAROLINA	University of South Carolina
UNIV SOUTHAMPTON	University of Southampton
UNIV SOUTHERN CALIFORNIA	University of Southern California
UNIV STRASBOURG	University of Strasbourg
UNIV TAIPEI MEDICAL	Taipei Medical University
UNIV TEMPLE	Temple University
UNIV TENNESSEE RES FOUNDATION	University of Tennessee Research Foundation
UNIV TEXAS	University of Texas
UNIV TEXAS TECH SYSTEM	Texas Tech University System
UNIV TOKYO	The University of Tokyo
UNIV TORONTO	University of Toronto
UNIV TOYAMA NAT UNIV CORP	University of Toyama
UNIV TULANE	Tulane University
UNIV UTAH RES FOUND	University of Utah
UNIV VANDERBILT	Vanderbilt University
UNIV VIRGINIA	The University of Virginia
UNIV VIRGINIA COMMONWEALTH	Virginia Commonwealth University
UNIV VIRGINIA PATENT FOUNDATION	The University of Virginia
UNIV WAKE FOREST	Wake Forest University
UNIV WARSZAWSKI	University of Warsaw
UNIV WARSZAWSKI MEDYCZNY	Medical University of Warsaw
UNIV WASHINGTON	University of Washington
UNIV WASHINGTON CT COMMERCIALI	University of Washington
UNIV WAYNE STATE	Wayne State University
UNIV WIEN	University of Vienna
UNIV WINDSOR	University of Windsor
UNIV YALE	Yale University
UNIV YAMAGUCHI	Yamaguchi University
UNIV YANTAI	Yantai University
UNIV YONSEI IACF	Yonsei University Industry Academic Cooperation Foundation
UNIV ZHEJIANG	Zhejiang University
UNIV ZUERICH	University of Zurich
UNIV-INDUSTRY COOP GROUP OF KYUNG HEE UNIV	University-industry Cooperation Group of Kyung Hee University
UNIVERISTY HEALTH NETWORKS	University Health Network
UNIVERSIT DEGLI STUDI DEL PIEMONTE ORIENTALE AMEDEO AVOGADRO	University of Eastern Piedmont
UNIVERSITA' DEGLI STUDI DI MILANO	University of Milan
UNIVERSITA' DEGLI STUDI DI MILANO - BICOCCA	University of Milan
UNIVERSITA′ DEGLI STUDI DI MILANO-BICOCCA	University of Milano-Bicocca
UNIVERSITA′ DEGLI STUDI DI MILANO-BICOCCA	University of Milan
UNIVERSITY OF CONNECTICUT	University of Connecticut
UNIVERSITY OF DAYTON	University of Dayton
UNIVERSITY OF OXFORD	University of Oxford
UNIVERSITÀ DEGLI STUDI DEL PIEMONTE ORIENTALE AMEDEO AVOGADRO	University of Eastern Piedmont
UNIVERSITÀ DEGLI STUDI DEL PIEMONTE ORIENTALE AMEDEO AVOGADRO	University of Eastern Piedmont
UNIVERSITÀ DEGLI STUDI DI MILANO - BICOCCA	University of Milan
UNIVERSITÀ DEGLI STUDI DI MILANO - BICOCCA	University of Milano-Bicocca
UNIVERSITÃ‰ DE STRASBOURG	University of Strasbourg
UNIVERSITÃ‰ DU DROIT ET DE LA SANTÃ‰ DE LILLE 2	Lille 2 University of Health and Law
UNIVERSITÉ DE STRASBOURG	University of Strasbourg
UNIVERSITÉ DU DROIT ET DE LA SANTÉ DE LILLE 2	Lille 2 University of Health and Law
UNIVERSITé LAVAL	Laval University
UNIVERSITé LAVAL	Laval University
UNIVERSITé LAVAL	Laval University
UNIVERZITA PALACKEHO V OLOMOUC	Palacky University Olomouc
UNIVESITY OF LEEDS	University of Leeds
US ARMY	United States Army
US ARMY MED RES MAT COMMAND	United States Army Medical Command
US GOV HEALTH & HUMAN SERV	United States Department of Health and Human Services
US HEALTH	USHEALTH Group
US NAVY	United States Navy
US OF AMERICA REPRESENTED BY S	United States of America
USTAV EX BOTAN AKADEMIE VED CE	Institute of Botany of the Czech Academy of Sciences
USV LTD	USV Private Limited
UTI LIMITED PARTNERSHIP	University Technologies International Inc
Univ Virginia Patent Found	The University of Virginia
UniversitÃ¤t des Saarlandes	Saarland University
UniversitÃ© de MontrÃ©al	University of Montreal
Universität Zürich	University of Zurich
Universität Zürich	University of Zurich
Universität des Saarlandes	Saarland University
Université de Montréal	University of Montreal
Univerzita PalackÃ©ho v Olomouci	Palacky University Olomouc
Univerzita Palackého v Olomouci	Palacky University Olomouc
VALO EARLY DISCOVERY INC	Valo
VAMSI LABS LTD	Vamsi Labs Ltd.
VANDA PHARMACEUTICALS INC	Vanda Pharmaceuticals
VASCULAR BIOGENICS LTD	VBL Therapeutics
VENTANA MED SYST INC	Ventana Medical Systems
VERA ROASTING COMPANY INC	Vera Roasting Co.
VERA THERAPEUTICS INC	Vera Therapeutics
VERASTEM INC	Verastem Oncology
VERENIGING VOOR CHRISTELIJK HOGER ONDERWIJS WETENSCHAPPELIJK ONDERZOEK EN PATIENTENZORG	ASSOCIATION FOR CHRISTIAN HIGHER EDUCATION SCIENTIFIC RESEARCH AND PATIENT CARE
VERNALIS CAMBRIDGE LTD	Vernalis Research
VERNALIS R & D LTD	Vernalis Research
VERNALLIS R & D LTD	Vernalis Research
VEROSCIENCE LLC	Veroscience
VERSEON CORP	Verseon
VERSEON INC	Verseon
VERSI GROUP LLC	Versi Group
VERSICOLOR TECH LLC	Versicolor Technologies
VERTEX PHARMA	Vertex Pharmaceuticals
VERTEX PHARMACEUTICALS INCORPORATED	Vertex Pharmaceuticals
VIA PHARMACEUTICALS INC	VIA Pharmaceuticals
VIAMET PHARMACEUTICALS BERMUDA LTD	Viamet Pharmaceuticals
VIAMET PHARMACEUTICALS INC	Viamet Pharmaceuticals
VIAMET PHARMACEUTICALS NC INC	Viamet Pharmaceuticals
VIB VZW	Flemish Institute for Biotechnology
VICUS THERAPEUTICS SPE 1 LLC	Vicus Therapeutics
VIIV HEALTHCARE UK (NO 5) LTD	ViiV Healthcare
VIROMETIX AG	Virometix
VITO NV	Flemish Institute for Technological Research
VIVORYON THERAPEUTICS AG	Vivoryon Therapeutics
VM DISCOVERY INC	VM Discovery
VTV THERAPEUTICS LLC	vTv Therapeutics
VYERA PHARMACEUTICALS LLC	Vyera Pharmaceuticals
Valorbec SociÃ©tÃ© en Commandite	Valorbec Limited Partnership
Vyera Pharmaceuticais LLC	Vyera Pharmaceuticals
WACKER CHEMIE AG	Wacker Chemie
WANBURY LTD	Wanbury Limited
WARNER-LAMBERT COMPANY LLC	Pfizer
WASHINGTON UNIVERSITY	Washington University in St. Louis
WATSON LAB INC	Watson Labs
WELLMARKER BIO CO LTD	Wellmarker Bio
WHITEHEAD BIOMEDICAL INST	Whitehead Institute
WHITEHEAD INST BIOMEDICAL RES	Whitehead Institute
WILEY ORGANICS INC	Wiley
WILEY ORGANICS, INC.	Wiley
WILLAMETTE UNIVERSITY	Willamette University
WISCONSIN ALUMNI RES FOUND	Wisconsin Alumni Research Foundation (WARF)
WISTAR INST	Wistar Institute
WOLFF AUGUST GMBH & CO KG ARZNEIMITTEL DR	Dr. Wolff Group
WUXI BIOLOGICS (SHANGHAI) CO. LTD.	WuXi Biologics
WearOptimo Pty Ltd	WearOptimo
White Swell Medical Ltd	WhiteSwell
X CHEM INC	X-Chem
X CUTAG THERAPEUTICS INC	X-Cutag Therapeutics Inc.
X RX INC	X-Rx
X-CHEM INC	X-Chem
XCOVERY HOLDING CO LLC	Xcovery
XCOVERY INC	Xcovery
XENON PHARMACEUTICALS INC	Xenon Pharmaceuticals Inc.
XENON PHARMACEUTICALS INC.	Xenon Pharmaceuticals Inc.
XENOVA RES LTD	Xenova
XEROX CORP	Xerox
XGENE PHARMACEUTICAL INC	Xgene Pharmaceutical
XI'AN JIAOTONG UNIV	Xi'an Jiaotong University
XSIRA PHARMACEUTICALS, INC.	Xsira Pharmaceuticals
XUANZHU PHARMA CO LTD	XuanZhu Pharma
XW LAB INC	XWPharma
YAMANOUCHI PHARMACEUTICAL CO., LTD.	Astellas Pharma
YAMANOUCHI PHARMACEUTICALS CO	Astellas Pharma
YEDA RES & DEV	Yeda Research and Development
YISSUM RES DEV CO	Yissum Research Development Company
YOKOHAMA RUBBER CO LTD	Yokohama Rubber Company
YONSUNG FINE CHEMICAL CO LTD	Yonsung Fine Chemicals
YOSHITOMI PHARMACEUTICAL	Mitsubishi Tanabe Pharma
YOUNGENE THERAPEUTICS CO LTD	Youngene Therapeutics Co., Ltd
YUHAN CORP	Yuhan
ZAKL FARMACEUTYCZNE POLPHARMA S A	Polpharma
ZEDIRA GMBH	Zedira GmbH
ZEISS CARL MEDITEC AG	Carl Zeiss AG
ZENECA LTD	AstraZeneca
ZENOBIA THERAPEUTICS INC	Zenobia Therapeutics
ZENTIVA KS	Zentiva
ZERIA PHARM CO LTD	Zeria Pharmaceutical
ZHEJIANG JIUZHOU PHARM CO LTD	Zhejiang Jiuzhou Pharmaceutical Co. Ltd
ZHEJIANG TIANYU PHARMACEUTICAL CO LTD	Tianyu Pharm
ZIMMER INC	Zimmer Biomet
ZOETIS LLC	Zoetis
ZYNERBA PHARMACEUTICALS INC	Zynerba
